,Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,cluster_label
112,RG6 4JZ,Yes,51.42395,-0.913071,475670,169998,SU756699,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1986-07-01,,Earley,,61.0,21.0,Reading,Reading,Wokingham 011C,Urban city and town,South East,41,,E01016646,,E02003449,Lower Earley South,E04001230,E00084014,E14001048,30028,1,0,2021-11-12,Earley,1.93589,RG,RG6,Thames Valley,Thames Water,9C3XC3FP+HQ,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,0
113,RG6 4LP,Yes,51.457625,-0.945636,473352,173710,SU733737,Berkshire,Wokingham,Bulmershe and Whitegates,E06000041,E05002374,England,E11000002,Reading East,2008-03-01,,Earley,,,,Reading,Reading,Wokingham 006A,Urban city and town,South East,43,,E01016613,,E02003444,Earley,E04001230,E00083877,E14000889,20027,1,1,2021-11-12,Reading,1.82048,RG,RG6,Thames Valley,Thames Water,9C3XF353+3P,64800,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,3
114,RG6 4NY,Yes,51.425802,-0.925742,474786,170191,SU747701,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1997-12-01,,Earley,,101.0,35.0,Reading,Reading,Wokingham 011D,Urban city and town,South East,47,,E01016648,,E02003449,Lower Earley South,E04001230,E00084036,E14001048,30044,1,0,2021-11-12,Earley,1.78273,RG,RG6,Thames Valley,Thames Water,9C3XC3GF+8P,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
115,RG6 4NZ,Yes,51.4258,-0.926505,474733,170190,SU747701,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1997-12-01,,Earley,,185.0,69.0,Reading,Reading,Wokingham 011E,Urban city and town,South East,48,,E01016649,,E02003449,Lower Earley South,E04001230,E00084034,E14001048,31414,1,0,2021-11-12,Earley,1.79957,RG,RG6,Thames Valley,Thames Water,9C3XC3GF+89,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
116,RG6 4PS,Yes,51.42769,-0.92367,474927,170403,SU749704,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1998-12-01,,Earley,,,,Reading,Reading,Wokingham 011D,Urban city and town,South East,52,,E01016648,,E02003449,Lower Earley South,E04001230,E00084031,E14001048,30044,1,0,2021-11-12,Earley,1.5412,RG,RG6,Thames Valley,Thames Water,9C3XC3HG+3G,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,0
117,RG6 4UP,Yes,51.421719,-0.929577,474526,169733,SU745697,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,2005-02-01,,Earley,,,,Reading,Reading,Wokingham 011E,Urban city and town,South East,45,,E01016649,,E02003449,Lower Earley South,E04001230,E00084019,E14001048,31414,1,0,2021-11-12,Earley,2.29837,RG,RG6,Thames Valley,Thames Water,9C3XC3CC+M5,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
118,RG6 4UT,Yes,51.421393,-0.928348,474612,169698,SU746696,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1984-10-01,,Earley,,4.0,1.0,Reading,Reading,Wokingham 011E,Urban city and town,South East,44,,E01016649,,E02003449,Lower Earley South,E04001230,E00084041,E14001048,31414,1,0,2021-11-12,Earley,2.30443,RG,RG6,Thames Valley,Thames Water,9C3XC3CC+HM,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
119,RG6 4UU,Yes,51.426734,-0.916544,475424,170304,SU754703,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1981-06-01,,Earley,,25.0,10.0,Reading,Reading,Wokingham 011C,Urban city and town,South East,42,,E01016646,,E02003449,Lower Earley South,E04001230,E00084014,E14001048,30028,1,0,2021-11-12,Earley,1.59946,RG,RG6,Thames Valley,Thames Water,9C3XC3GM+M9,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,0
120,RG6 4UW,Yes,51.421057,-0.928855,474577,169660,SU745696,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1991-09-01,,Earley,,,,Reading,Reading,Wokingham 011E,Urban city and town,South East,45,,E01016649,,E02003449,Lower Earley South,E04001230,E00084041,E14001048,31414,1,0,2021-11-12,Earley,2.35095,RG,RG6,Thames Valley,Thames Water,9C3XC3CC+CF,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
121,RG6 4UY,Yes,51.423608,-0.922802,474994,169950,SU749699,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1990-07-01,,Earley,,64.0,25.0,Reading,Reading,Wokingham 011C,Urban city and town,South East,42,,E01016646,,E02003449,Lower Earley South,E04001230,E00084039,E14001048,30028,1,0,2021-11-12,Earley,1.97208,RG,RG6,Thames Valley,Thames Water,9C3XC3FG+CV,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,0
122,RG6 4UZ,Yes,51.423143,-0.924079,474906,169897,SU749698,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1990-07-01,,Earley,,50.0,23.0,Reading,Reading,Wokingham 011C,Urban city and town,South East,43,,E01016646,,E02003449,Lower Earley South,E04001230,E00084039,E14001048,30028,1,0,2021-11-12,Earley,2.03948,RG,RG6,Thames Valley,Thames Water,9C3XC3FG+79,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
123,RG6 4XA,Yes,51.422661,-0.927341,474680,169840,SU746698,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1981-06-01,,Earley,,63.0,24.0,Reading,Reading,Wokingham 011E,Urban city and town,South East,47,,E01016649,,E02003449,Lower Earley South,E04001230,E00084041,E14001048,31414,1,0,2021-11-12,Earley,2.14892,RG,RG6,Thames Valley,Thames Water,9C3XC3FF+33,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
124,RG6 4XB,Yes,51.42274,-0.925138,474833,169851,SU748698,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1986-07-01,,Earley,,82.0,28.0,Reading,Reading,Wokingham 011E,Urban city and town,South East,44,,E01016649,,E02003449,Lower Earley South,E04001230,E00084041,E14001048,31414,1,0,2021-11-12,Earley,2.0994,RG,RG6,Thames Valley,Thames Water,9C3XC3FF+3W,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
125,RG6 4XE,Yes,51.424572,-0.924951,474843,170055,SU748700,Berkshire,Wokingham,Hawkedon,E06000041,E05002381,England,E11000002,Wokingham,1990-07-01,,Earley,,115.0,46.0,Reading,Reading,Wokingham 011E,Urban city and town,South East,45,,E01016649,,E02003449,Lower Earley South,E04001230,E00084034,E14001048,31414,1,0,2021-11-12,Earley,1.89885,RG,RG6,Thames Valley,Thames Water,9C3XC3FG+R2,75300,,Reading,"Berkshire, Buckinghamshire and Oxfordshire",Berkshire,1
